customerID,DeviceProtection,OnlineBackup,OnlineSecurity,InternetService,MultipleLines,PhoneService,TechSupport,StreamingMovies,StreamingTV,datetime
9451-WLYRI,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-02-15 08:42:52.451008236
8219-VYBVI,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-06-07 17:15:19.170690144
1991-VOPLL,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-03-30 03:36:08.588469184
9738-QLWTP,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,2020-05-02 21:44:37.761999432
1016-DJTSV,No,No,No,Fiber optic,No,Yes,No,No,No,2021-03-01 02:01:40.198807152
9419-IPPBE,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,No,2020-01-17 19:35:48.139733030
0174-QRVVY,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-01-09 15:14:15.779608064
5699-BNCAS,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-02-23 01:04:24.811133201
2900-PHPLN,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-11-19 03:32:03.203635328
0612-RTZZA,No,No,No,DSL,No phone service,No,No,No,No,2020-08-21 03:32:40.011360408
8106-GWQOK,No,Yes,Yes,DSL,No phone service,No,Yes,Yes,Yes,2020-02-10 11:37:18.114172110
8751-EDEKA,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,2021-01-05 19:03:29.599545584
6878-GGDWG,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-12-17 23:40:09.883555808
4039-PIMHX,No,Yes,No,DSL,No,Yes,No,No,No,2021-04-22 04:40:45.668844080
8450-LUGUK,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-12-03 13:22:24.504402160
3604-WLABM,Yes,No,No,DSL,No,Yes,Yes,No,No,2021-11-15 01:54:55.313831296
0795-GMVQO,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2020-12-27 13:19:45.004260152
2259-OUUSZ,Yes,No,No,DSL,No phone service,No,Yes,No,No,2020-08-03 02:03:06.083499004
1142-IHLOO,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,2020-03-09 02:19:03.084351036
6410-LEFEN,No,No,No,DSL,No,Yes,No,No,No,2020-12-22 01:17:17.773359840
4633-MKHYU,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,2021-11-15 04:24:24.129508656
6257-RJOHI,No,No,No,DSL,No,Yes,Yes,No,No,2020-05-10 19:05:07.753479124
1545-JFUML,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,2020-06-10 05:02:50.746946890
3194-ORPIK,No,No,No,Fiber optic,Yes,Yes,No,No,Yes,2020-04-19 02:23:45.276909968
7826-VVKWT,Yes,No,No,Fiber optic,No,Yes,No,Yes,Yes,2020-04-15 03:43:30.281170122
1353-GHZOS,No,No,Yes,DSL,No,Yes,No,No,Yes,2021-07-23 21:26:38.068730472
2587-EKXTS,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2020-08-21 18:29:32.905424596
5442-BXVND,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-06-16 15:30:37.318943482
8816-VXNZD,No,No,No,Fiber optic,Yes,Yes,No,No,No,2020-03-22 21:39:55.569440500
9378-FXTIZ,No,No,No,DSL,Yes,Yes,No,Yes,Yes,2021-10-21 08:58:37.182618576
1723-HKXJQ,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-11-13 12:32:43.078670832
7825-GKXMW,No,No,No,DSL,No,Yes,No,No,No,2021-10-11 04:49:33.246236864
9753-OYLBX,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-05-30 19:27:25.100823624
2364-UFROM,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,2020-10-10 19:19:02.061914228
6656-JWRQX,No,No,No,DSL,No phone service,No,Yes,No,No,2021-10-29 23:45:28.883839816
6473-ULUHT,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,2021-09-26 08:33:52.604373752
1240-KNSEZ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-07-16 22:58:51.496733882
0836-SEYLU,No,No,No,DSL,No phone service,No,Yes,No,Yes,2020-02-12 00:59:30.349332576
4433-JCGCG,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-09-12 08:14:02.487929560
3716-BDVDB,No,No,No,Fiber optic,No,Yes,No,No,No,2020-11-22 06:16:27.673956260
7688-AWMDX,No,No,Yes,DSL,No,Yes,Yes,No,No,2021-05-30 04:30:32.206759440
2842-BCQGE,No,No,No,Fiber optic,Yes,Yes,No,No,No,2020-04-13 04:23:22.783300198
7244-QWYHG,No,No,Yes,DSL,No phone service,No,Yes,No,Yes,2021-03-31 04:30:56.745242824
5899-MQZZL,No,No,No,Fiber optic,Yes,Yes,No,No,No,2020-10-28 00:52:45.464356716
6849-OYAMU,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,2020-02-28 03:08:56.779324055
5312-UXESG,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-03-17 11:39:33.075830728
9488-HGMJH,No,No,No,Fiber optic,No,Yes,No,No,No,2021-08-13 10:43:43.572848624
6038-GCYEC,Yes,Yes,No,DSL,No phone service,No,No,Yes,Yes,2020-03-22 19:10:26.753763135
2150-WLKUW,No,Yes,No,DSL,Yes,Yes,No,No,Yes,2021-04-08 21:47:17.262141432
7159-FVYPK,Yes,Yes,No,DSL,Yes,Yes,No,No,Yes,2020-08-27 23:58:21.846066456
7032-LMBHI,No,No,Yes,DSL,Yes,Yes,No,No,Yes,2021-07-16 00:06:08.077250776
1150-WFARN,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-01-19 01:29:33.927861403
6088-BXMRG,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-07-24 17:22:28.594149384
3144-AUDBS,No,No,No,DSL,No,Yes,Yes,No,No,2021-07-04 14:03:18.352740696
4821-SJHJV,No,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,2021-11-01 09:03:31.644419200
7346-MEDWM,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,2021-01-08 04:21:32.360124964
1137-DGOWI,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,2021-12-30 08:08:18.949162168
5616-PRTNT,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-02-03 05:41:05.095143424
3812-LRZIR,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-06-30 00:26:10.462936664
4818-QIUFN,No,No,Yes,Fiber optic,Yes,Yes,No,No,No,2020-01-24 01:04:37.080374893
9483-GCPWE,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-01-04 18:08:41.442771940
4227-OJHAL,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,2021-12-15 16:51:35.938653792
9220-CXRSC,No,No,Yes,DSL,Yes,Yes,Yes,No,No,2020-09-07 09:06:23.413802896
4993-JCRGJ,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,No,2021-09-26 01:05:26.157341664
9537-JALFH,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-04-22 20:05:02.641295086
6698-OXETB,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-06-01 21:17:01.414370912
2103-ZRXFN,No,No,No,DSL,Yes,Yes,No,No,No,2020-01-30 01:34:28.389662027
3724-BSCVH,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-02-08 07:45:37.063334280
4877-TSOFF,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,2020-12-21 00:22:29.616586196
9209-NWPGU,No,No,Yes,DSL,No,Yes,Yes,No,Yes,2020-09-06 13:10:32.888383980
6961-VCPMC,No,No,No,Fiber optic,No,Yes,No,Yes,No,2021-07-03 18:07:27.827321784
7306-YDSOI,Yes,Yes,Yes,DSL,No,Yes,No,No,No,2021-06-02 14:43:23.124112464
5288-AHOUP,No,No,No,Fiber optic,No,Yes,No,Yes,No,2020-11-18 15:04:39.125248508
6688-UZPWD,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-05-01 17:52:56.711161600
0655-YDGFJ,Yes,No,No,DSL,No,Yes,No,No,No,2021-02-20 21:12:43.760295368
8468-EHYJA,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2021-05-17 07:34:59.062766256
6823-SIDFQ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-08-27 11:30:57.767679636
1097-FSPVW,Yes,No,Yes,DSL,No,Yes,No,No,No,2020-07-03 13:35:54.274353876
2839-RFSQE,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-10-01 03:09:58.125532520
8328-SKJNO,No,Yes,Yes,DSL,No phone service,No,Yes,No,No,2020-11-21 22:48:01.226924168
7010-ZMVBF,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-01-30 14:29:16.546435672
5201-CBWYG,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-02-24 07:25:34.677648392
0968-GSIKN,No,No,No,Fiber optic,No,Yes,No,No,No,2020-08-18 10:46:10.803748936
1965-DDBWU,No,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,2020-01-29 05:38:37.864243112
9057-SIHCH,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-04-17 05:05:42.516330584
6352-GIGGQ,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,2020-08-26 15:35:07.242260720
3635-QQRQD,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-11-23 12:10:13.462084632
6771-XWBDM,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-03-10 03:13:51.241124680
2897-DOVND,No,No,No,Fiber optic,No,Yes,No,No,No,2020-11-14 21:23:21.760863392
3082-YVEKW,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,2020-11-15 04:51:48.207895484
0191-EQUUH,No,No,Yes,DSL,No phone service,No,Yes,No,No,2020-12-08 03:26:56.472593012
7134-HBPBS,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-06-11 15:55:34.166429990
3489-HHPFY,No,No,No,Fiber optic,Yes,Yes,No,No,Yes,2021-08-15 02:35:24.623686448
2926-JEJJC,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-03-19 18:55:31.099119568
8601-QACRS,No,No,No,DSL,Yes,Yes,No,No,No,2020-04-15 01:14:01.465492758
4950-BDEUX,Yes,No,No,DSL,No phone service,No,No,Yes,Yes,2021-11-24 00:10:13.462084632
5789-LDFXO,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-12-05 18:08:53.712013632
0508-OOLTO,No,No,No,Fiber optic,No,Yes,No,No,No,2021-02-13 19:48:04.294234592
2984-TBYKU,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,2020-10-14 08:01:21.794944616
9822-WMWVG,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,2020-06-05 20:24:40.488497586
2391-SOORI,No,No,Yes,DSL,No,Yes,No,No,No,2021-01-18 23:27:29.190570860
9040-KZVWO,No,Yes,No,Fiber optic,No,Yes,No,No,No,2021-08-20 09:38:54.223232032
2645-QTLMB,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,2021-10-30 17:11:50.593581368
4806-HIPDW,No,No,No,Fiber optic,No,Yes,No,No,No,2021-06-09 06:10:07.327463784
1548-ARAGG,No,Yes,No,DSL,Yes,Yes,Yes,No,No,2021-02-01 16:18:52.859982960
6339-RZCBJ,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,2021-02-27 15:08:56.779324056
4424-TKOPW,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-05-10 11:09:17.228060208
4415-WNGVR,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,2020-01-25 06:58:22.868503266
2522-AHJXR,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-09-07 06:36:54.598125532
0412-UCCNP,Yes,No,Yes,DSL,No,Yes,Yes,No,No,2020-01-30 11:32:23.652371485
1816-FLZDK,No,No,No,DSL,No phone service,No,Yes,No,No,2020-09-19 00:08:10.769667708
7096-UCLNH,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-01-04 00:42:19.733030388
8443-ZRDBZ,No,No,No,Fiber optic,Yes,Yes,No,No,No,2020-08-30 01:47:58.159613744
9136-ALYBR,No,No,No,DSL,No phone service,No,No,No,No,2020-11-04 07:16:22.561772224
4615-PIVVU,Yes,No,No,DSL,No,Yes,Yes,Yes,No,2021-12-18 14:37:02.777619992
8885-QSQBX,No,No,Yes,DSL,No,Yes,No,No,No,2021-05-01 15:23:27.895484232
7479-NITWS,Yes,No,No,Fiber optic,Yes,Yes,No,No,Yes,2021-10-19 19:36:24.947458104
8617-ENBDS,Yes,No,No,Fiber optic,No,Yes,No,No,No,2020-08-13 03:42:41.204203352
9385-NXKDA,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,2020-02-29 04:03:44.936097699
0430-IHCDJ,No,No,No,DSL,Yes,Yes,No,No,No,2020-08-26 23:03:33.689292812
2959-MJHIC,No,No,No,Fiber optic,No,Yes,No,No,Yes,2020-05-04 03:38:23.550127804
6674-KVJHG,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-04-13 09:22:20.414654927
1814-DKOLC,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-06-01 18:47:32.598693552
4201-JMNGR,Yes,No,Yes,DSL,No,Yes,No,No,No,2020-10-31 18:34:02.828741832
9351-HXDMR,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-10-04 03:24:53.780176088
3537-HPKQT,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,2020-01-12 15:01:47.355864811
2129-ALKBS,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-01-01 20:23:14.603805736
5821-MMEIL,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-11-28 23:45:16.614598120
5960-WPXQM,No,No,No,Fiber optic,No,Yes,No,No,Yes,2020-09-26 04:02:19.051405848
0684-AOSIH,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,2020-06-16 20:29:34.950298210
8260-NGFNY,No,No,No,DSL,No phone service,No,No,No,No,2021-01-07 23:22:34.728770236
1309-XGFSN,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,2020-04-17 15:31:01.857426868
1866-RZZQS,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-03-23 02:38:53.200795228
6968-URWQU,No,No,No,DSL,No,Yes,No,No,Yes,2020-05-12 23:24:12.882703776
4742-TXUEX,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-09-03 17:27:10.786708320
9631-XEYKE,No,No,No,DSL,Yes,Yes,No,No,No,2021-02-19 10:20:00.340812268
8631-NBHFZ,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,2021-11-14 20:55:57.682476568
1335-MXCSE,Yes,No,No,DSL,No,Yes,Yes,No,No,2020-11-17 01:42:26.890088044
8873-TMKGR,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-10-30 10:10:48.224936096
8800-JOOCF,No,No,No,Fiber optic,Yes,Yes,No,No,Yes,2021-11-26 04:29:18.591309288
1469-LBJQJ,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-04-23 13:04:00.272649816
4958-XCBDQ,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-06-21 12:08:47.577392784
8337-UPOAQ,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,No,2021-07-05 12:28:37.693836976
0064-YIJGF,No,No,No,Fiber optic,Yes,Yes,No,No,No,2021-10-18 23:40:34.422039192
2386-OWURY,No,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,2020-07-18 14:50:32.547571712
1725-IQNIY,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,2021-03-01 21:57:30.724226072
0310-VQXAM,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-11-07 17:29:13.479125248
6598-RFFVI,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-04-04 13:09:07.003692128
3453-RTHJQ,No,No,No,Fiber optic,No,Yes,No,No,No,2021-09-13 14:07:48.276057936
6712-OAWRH,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,2021-08-23 19:51:45.140585056
6278-FEPBZ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-12-24 05:08:58.824197672
4280-DLSHD,Yes,Yes,No,DSL,No,Yes,No,No,No,2021-06-29 04:30:19.937517752
1508-DFXCU,No,No,No,Fiber optic,No,Yes,No,No,Yes,2020-11-29 12:40:04.771371768
8614-VGMMV,No,No,No,DSL,Yes,Yes,No,No,No,2020-10-08 00:03:04.038625388
7868-BGSZA,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,2020-05-01 23:19:18.420903152
2800-QQUSO,No,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-09-24 16:42:11.553535928
2930-UOTMB,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,2020-01-13 15:56:35.512638455
7973-DZRKH,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,2020-01-04 17:41:17.364385117
5914-DVBWJ,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,2020-08-24 03:47:35.666003976
7698-YFGEZ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-08-23 17:49:40.403294516
2533-QVMSK,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,2021-11-20 13:57:22.544731608
9773-PEQBZ,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,2021-08-19 23:40:58.960522576
8644-XLFBW,No,No,No,Fiber optic,No,Yes,No,No,No,2020-06-01 19:14:56.677080374
0650-BWOZN,No,Yes,No,Fiber optic,No,Yes,No,No,No,2021-08-17 01:55:32.121556376
8625-AZYZY,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-06-18 06:54:54.291394488
7785-RDVIG,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-08-11 06:24:38.443623968
9602-WCXPI,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-02-25 15:48:49.281454128
2903-YYTBW,No,No,No,DSL,No,Yes,No,No,No,2021-08-18 20:16:41.988071568
3620-MWJNE,No,No,Yes,DSL,No,Yes,Yes,No,No,2020-02-05 04:33:48.514626526
8573-JGCZW,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-01-21 18:16:03.135472877
6837-HAEVO,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-12-23 09:40:32.377165576
6701-YVNQG,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,2021-06-03 20:37:08.912240840
9306-CPCBC,No,No,No,Fiber optic,Yes,Yes,No,No,No,2021-07-11 07:59:31.371769384
4304-XUMGI,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,2021-06-12 06:25:02.982107352
9504-YAZWB,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-08-14 06:39:34.098267536
8819-ZBYNA,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-02-16 04:38:42.976427151
6174-NRBTZ,No,No,Yes,DSL,No phone service,No,No,No,No,2020-03-06 09:32:33.876739562
9481-IEBZY,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-06-26 19:39:41.255325192
1833-VGRUM,No,No,No,Fiber optic,Yes,Yes,No,No,No,2020-01-09 07:18:25.254189150
6137-NICCO,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,2021-07-18 04:25:13.206475432
9065-ZCPQX,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,2020-10-07 19:04:06.407270660
6402-EJMWF,No,No,No,DSL,No,Yes,No,Yes,No,2021-01-17 17:33:43.402442488
3620-EHIMZ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-05-23 00:36:23.925021296
3213-VVOLG,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-09-21 21:26:13.530247088
6870-ECSHE,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-03-31 16:58:20.823629648
8747-UDCOI,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-12-07 00:02:39.500142004
8374-XGEJJ,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-04-28 20:34:53.950582220
2656-TABEH,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-11-08 15:27:08.741834704
6946-LMSQS,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,2020-01-02 10:52:43.419483101
4626-OZDTJ,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,2020-10-22 02:52:22.970746944
9169-BSVIN,Yes,No,No,DSL,Yes,Yes,No,Yes,Yes,2020-08-31 17:39:39.210451576
2325-ZUSFD,No,No,Yes,DSL,No,Yes,No,Yes,Yes,2021-12-22 08:18:20.142005112
8194-PEEBY,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-11-26 04:56:42.669696108
6872-HXFNF,Yes,No,No,DSL,Yes,Yes,Yes,No,No,2021-05-21 08:44:42.874183472
3932-CMDTD,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,2020-05-14 10:16:56.302186878
7714-YXSMB,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-07-16 20:01:58.602669696
8387-UGUSU,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-04-28 12:39:03.425163304
1080-BWSYE,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-02-28 06:05:49.673388240
4039-HEUNW,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-09-14 10:31:02.879863676
1194-HVAIF,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-10-03 14:57:29.701789264
0812-WUPTB,No,No,No,Fiber optic,No,Yes,No,No,No,2020-10-03 00:28:00.886111900
3594-UVONA,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,2021-11-01 04:04:34.013064472
0004-TLHLJ,Yes,No,No,Fiber optic,No,Yes,No,No,No,2020-01-06 07:03:29.599545583
1767-TGTKO,No,No,No,DSL,No,Yes,No,No,No,2021-11-22 15:46:58.858278896
8439-LTUGF,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-02-08 14:46:39.431979551
8805-JNRAZ,No,Yes,No,DSL,No,Yes,No,No,No,2021-12-06 13:37:20.159045720
5089-IFSDP,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2020-10-20 18:29:08.366941208
6418-HNFED,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,2021-08-11 18:52:02.522010792
0206-OYVOC,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-08-31 20:09:08.026128940
7291-CDTMJ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-07-14 21:09:15.183186594
7128-GGCNO,No,No,No,Fiber optic,Yes,Yes,No,No,No,2021-07-29 09:29:05.299630784
0237-YFUTL,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-04-27 14:13:44.084067024
7691-KGKGP,No,Yes,No,DSL,No,Yes,Yes,No,Yes,2020-10-06 00:42:56.540755468
6710-HSJRD,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-10-08 14:32:32.854302752
3675-EQOZA,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-11-18 17:34:07.940925872
0840-DCNZE,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,2021-04-18 20:57:23.567168416
1732-FEKLD,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,2020-08-20 12:35:47.117296220
9862-KJTYK,No,No,No,DSL,No phone service,No,No,No,No,2021-09-06 10:13:39.994319792
0479-HMSWA,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,2021-07-27 22:36:21.880147680
5854-KSRBJ,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-08-19 04:12:32.513490484
0365-BZUWY,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-05-06 10:26:57.495029820
4817-VYYWS,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-05-22 17:35:21.556376030
5701-SVCWR,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-10-03 19:56:27.333143992
3129-AAQOU,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-10-05 04:47:06.015336552
4922-CVPDX,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,2020-07-16 17:59:53.865379152
1396-QWFBJ,No,Yes,No,Fiber optic,No,Yes,No,No,No,2020-06-03 21:04:32.990627662
1357-BIJKI,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-12-03 21:18:15.029821072
1099-BTKWT,Yes,No,Yes,DSL,No phone service,No,No,Yes,Yes,2021-02-24 12:24:32.309003120
5299-SJCZT,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-12-01 06:33:50.559500136
2018-PZKMU,Yes,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,2021-11-15 11:52:50.576540752
7340-KEFQE,No,No,Yes,DSL,No phone service,No,Yes,No,No,2021-07-14 10:43:55.842090312
4570-QHXHL,No,No,No,DSL,No,Yes,No,No,No,2021-05-07 10:54:21.573416640
2403-BCASL,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-11-28 09:15:47.798920760
7392-YYPYJ,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-09-01 06:07:03.288838396
2898-LSJGD,Yes,No,Yes,DSL,No phone service,No,No,Yes,Yes,2020-04-24 11:56:43.692132916
2223-GDSHL,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-10-29 09:16:00.068162452
7359-PTSXY,No,No,No,DSL,No,Yes,No,No,No,2021-09-02 01:35:29.735870488
9470-RTWDV,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,2020-07-06 08:51:52.297642714
2176-OSJUV,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,2020-04-30 14:56:03.817097416
9348-YVOMK,No,No,No,DSL,No,Yes,No,No,No,2021-02-15 21:37:40.607781880
8104-OSKWT,No,No,Yes,Fiber optic,Yes,Yes,No,No,No,2021-08-06 16:47:30.553819936
