customerID,Contract,tenure,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,datetime
5811-IWXYM,One year,52,Bank transfer (automatic),No,101.25,5301.1,No,2020-07-05 05:27:35.325191706
7044-YAACC,Month-to-month,4,Electronic check,Yes,70.2,280.35,No,2021-03-02 22:52:18.880999712
8189-XRIKE,Month-to-month,32,Electronic check,No,90.95,2897.95,No,2020-01-22 19:10:51.292246520
1506-YJTYT,Two year,45,Credit card (automatic),No,73.85,3371,No,2021-03-24 05:35:46.094859416
4123-DVHPH,Month-to-month,9,Electronic check,Yes,88.05,801.3,No,2021-04-06 19:57:40.948594144
6425-YQLLO,One year,66,Credit card (automatic),Yes,105.95,6975.25,Yes,2020-06-28 21:29:17.568872478
5442-UTCVD,Month-to-month,3,Electronic check,No,91.85,257.05,Yes,2020-09-28 23:18:17.074694688
2228-BZDEE,Two year,54,Mailed check,No,20.1,1079.45,No,2021-03-30 18:33:01.482533368
7734-DBOAI,Month-to-month,1,Electronic check,No,40.1,40.1,Yes,2020-10-28 03:22:14.280034080
2789-CZANW,Two year,64,Bank transfer (automatic),No,110.3,6997.3,No,2020-08-15 00:33:19.886395908
2091-RFFBA,Month-to-month,31,Electronic check,Yes,73.9,2217.15,Yes,2020-11-09 11:50:23.345640440
2114-MGINA,Month-to-month,14,Mailed check,Yes,89.8,1129.1,Yes,2020-04-24 01:58:48.429423458
7596-LDUXP,One year,12,Credit card (automatic),Yes,85.15,979.05,No,2020-06-25 16:15:24.282874182
3740-RLMVT,One year,67,Bank transfer (automatic),Yes,60.95,4119.4,No,2020-02-25 17:50:54.018744675
4489-SNOJF,Month-to-month,35,Electronic check,No,72.25,2568.55,Yes,2021-07-06 20:51:52.297642712
2192-OZITF,Two year,45,Mailed check,No,73.55,3349.1,No,2021-01-27 11:44:52.076114740
5651-CPDND,Month-to-month,10,Mailed check,No,46.0,492.1,No,2020-12-23 04:41:34.745810848
2186-QZEYA,Month-to-month,29,Bank transfer (automatic),Yes,58.55,1718.95,No,2021-04-18 13:28:57.120136320
1131-ALZWV,One year,24,Bank transfer (automatic),No,24.6,605.25,No,2020-04-26 18:45:17.637034932
7729-XBTWX,Two year,66,Mailed check,Yes,19.75,1344.5,No,2020-05-09 18:10:19.596705480
9134-WYRVP,One year,51,Mailed check,No,86.35,4267.15,No,2021-04-20 20:17:31.065038336
3284-SVCRO,Two year,45,Mailed check,No,25.5,1121.05,No,2021-10-26 08:33:40.335132064
9732-OUYRN,One year,49,Credit card (automatic),No,19.0,918.7,No,2020-03-09 19:45:24.794092587
0559-CKHUS,Two year,29,Mailed check,Yes,19.55,521.8,No,2021-05-25 12:23:55.501278048
2931-SVLTV,Month-to-month,40,Credit card (automatic),Yes,110.1,4469.1,No,2021-06-27 10:09:10.071002552
6899-PPEEA,Month-to-month,37,Electronic check,Yes,96.55,3580.3,Yes,2020-02-18 08:57:48.105651803
7504-UWHNB,Month-to-month,25,Electronic check,No,69.75,1729.35,No,2021-05-21 13:43:40.505538200
2582-FFFZR,Month-to-month,22,Electronic check,Yes,50.6,1073.3,No,2020-08-01 00:13:29.769951716
8908-NMQTX,Two year,72,Bank transfer (automatic),Yes,65.6,4566.5,No,2021-10-20 10:33:17.841522296
2187-LZGPL,Month-to-month,7,Credit card (automatic),Yes,40.1,293.3,Yes,2020-09-11 02:47:40.778188012
1431-AIDJQ,Two year,33,Credit card (automatic),No,82.1,2603.1,No,2020-06-18 09:51:47.185458676
6288-LBEAR,Month-to-month,23,Mailed check,Yes,79.1,1783.75,No,2020-12-06 09:05:46.606077816
4597-NUCQV,Month-to-month,24,Electronic check,Yes,101.25,2440.15,Yes,2021-03-05 00:41:55.194547000
9019-QVLZD,Month-to-month,1,Electronic check,No,79.55,79.55,Yes,2020-01-06 09:32:58.415222948
8413-YNHNV,Two year,69,Mailed check,No,90.65,6322.1,No,2020-01-30 21:30:18.915080943
5808-TOTXO,One year,3,Credit card (automatic),Yes,20.55,57.4,No,2020-03-08 13:51:39.005964214
4369-NYSCF,One year,56,Bank transfer (automatic),Yes,75.75,4284.65,No,2020-02-07 13:51:51.275205907
6333-YDVLT,One year,65,Credit card (automatic),Yes,110.0,7138.65,No,2020-12-29 05:11:26.055097984
5324-KTGCG,One year,71,Electronic check,No,20.85,1539.75,No,2020-03-13 00:59:18.080090883
5599-HVLTW,Month-to-month,14,Bank transfer (automatic),Yes,80.35,1058.1,No,2021-11-02 19:56:15.063902296
7394-LWLYN,Month-to-month,2,Electronic check,Yes,70.15,123.8,No,2021-03-25 11:29:31.882987784
3707-LRWZD,One year,32,Electronic check,No,84.05,2781.85,Yes,2020-08-08 19:04:30.945754048
6873-UDNLD,Month-to-month,40,Electronic check,No,67.45,2731,No,2021-10-03 04:59:34.439079808
2700-LUEVA,Month-to-month,1,Credit card (automatic),No,20.75,20.75,No,2020-12-19 13:29:46.197103096
1455-ESIQH,Month-to-month,1,Electronic check,Yes,89.1,89.1,Yes,2021-11-17 16:11:55.705765408
0958-YHXGP,Month-to-month,7,Mailed check,Yes,69.9,497.3,No,2021-12-06 23:35:15.421755184
1101-SSWAG,Month-to-month,15,Electronic check,Yes,51.1,711.15,No,2020-12-09 16:49:08.707753476
2979-SXESE,Month-to-month,17,Electronic check,No,94.4,1607.2,Yes,2020-01-31 22:25:07.071854586
4013-TLDHQ,Month-to-month,19,Electronic check,Yes,78.25,1490.95,Yes,2020-07-13 00:18:36.500994036
5743-KHMNA,Two year,71,Bank transfer (automatic),No,25.55,1898.1,No,2021-01-10 03:41:39.857994888
4194-FJARJ,Two year,54,Bank transfer (automatic),No,60.0,3273.95,No,2020-04-23 20:59:50.798068730
5325-UWTWJ,Month-to-month,31,Credit card (automatic),Yes,90.55,2929.75,No,2020-06-11 03:28:10.088043170
3969-GYXEL,Month-to-month,11,Electronic check,No,76.4,838.7,No,2020-01-20 02:24:22.084635046
9208-OLGAQ,Month-to-month,18,Electronic check,Yes,84.95,1443.65,No,2021-06-26 04:15:24.282874184
3244-CQPHU,Two year,72,Bank transfer (automatic),Yes,110.1,7746.7,No,2020-11-27 23:17:52.536211304
2674-MLXMN,Month-to-month,71,Credit card (automatic),Yes,99.65,6951.15,No,2020-12-18 12:34:58.040329452
9708-HPXWZ,Month-to-month,5,Credit card (automatic),No,45.4,214.75,No,2020-03-06 17:01:00.323771656
6992-TKNYO,One year,38,Credit card (automatic),No,69.0,2669.45,No,2020-03-10 23:09:41.766543595
4468-YDOVK,Month-to-month,5,Bank transfer (automatic),Yes,48.65,235.2,No,2020-04-18 06:27:54.751491054
3754-DXMRT,Month-to-month,2,Electronic check,Yes,44.15,92.65,Yes,2020-08-22 04:27:28.168134052
5792-JALQC,Two year,52,Bank transfer (automatic),No,59.85,3103.25,No,2021-06-21 02:10:52.314683328
7130-VTEWQ,Month-to-month,8,Electronic check,Yes,75.75,606.25,Yes,2021-11-06 11:08:03.612610048
2200-DSAAL,Two year,68,Electronic check,Yes,80.65,5330.2,No,2021-07-17 01:00:56.234024424
4302-ZYFEL,One year,69,Credit card (automatic),Yes,20.55,1403.1,No,2021-06-20 21:11:54.683328600
9351-LZYGF,Month-to-month,42,Credit card (automatic),Yes,66.4,2727.8,No,2020-07-17 13:55:44.390798068
4366-CTOUZ,Two year,50,Mailed check,Yes,100.2,5038.45,No,2020-10-02 19:29:03.254757172
6121-VZNQB,Month-to-month,1,Mailed check,Yes,19.1,19.1,Yes,2020-12-01 19:28:38.716273784
7903-CMPEY,Month-to-month,1,Electronic check,Yes,80.3,80.3,Yes,2020-05-17 13:01:20.772507810
1518-OMDIK,Month-to-month,33,Credit card (automatic),Yes,44.55,1462.6,No,2020-06-26 07:12:17.176938370
6671-NGWON,Month-to-month,7,Mailed check,No,20.35,150.6,No,2020-08-27 04:02:31.320647544
0595-ITUDF,Month-to-month,64,Electronic check,Yes,91.8,5960.5,No,2021-05-27 01:46:07.736438512
6996-KNSML,Month-to-month,1,Electronic check,Yes,74.9,74.9,Yes,2020-07-14 03:42:53.473445044
1955-IBMMB,Two year,59,Bank transfer (automatic),Yes,20.2,1192.3,No,2020-08-17 19:49:17.909684748
0096-BXERS,Month-to-month,6,Electronic check,No,50.35,314.55,No,2021-08-20 19:36:49.485941488
3806-YAZOV,Month-to-month,3,Mailed check,No,18.8,56,No,2020-07-07 04:47:42.823061630
7998-ZLXWN,Month-to-month,15,Credit card (automatic),No,20.45,330.8,No,2020-01-08 21:20:29.991479693
6253-WRFHY,One year,13,Electronic check,Yes,64.75,877.35,No,2020-11-01 04:31:58.091451292
9133-AYJZG,Month-to-month,23,Credit card (automatic),Yes,98.7,2249.1,No,2021-05-16 06:40:10.905992616
2675-OTVVJ,Month-to-month,31,Electronic check,No,89.45,2807.65,No,2020-09-20 20:58:49.451860268
8680-CGLTP,One year,29,Electronic check,Yes,58.75,1696.2,No,2021-05-07 15:53:19.204771368
8430-TWCBX,One year,49,Credit card (automatic),No,20.7,1032.05,No,2021-04-02 16:18:28.321499576
5018-GWURO,Month-to-month,56,Bank transfer (automatic),Yes,85.6,4902.8,No,2020-10-28 05:51:43.095711444
6741-QRLUP,Two year,63,Credit card (automatic),Yes,80.3,4995.35,No,2021-04-05 11:34:26.344788408
4737-HOBAX,Two year,63,Credit card (automatic),No,79.8,5034.05,No,2021-05-28 07:39:53.524566880
0537-QYZZN,Month-to-month,24,Electronic check,Yes,79.85,1857.75,No,2021-04-07 00:56:38.579948880
3340-QBBFM,One year,36,Credit card (automatic),No,54.1,1992.85,No,2020-03-22 16:40:57.938085771
1704-NRWYE,Month-to-month,9,Electronic check,Yes,80.85,751.65,Yes,2021-07-11 22:56:24.265833568
2592-SEIFQ,Month-to-month,3,Electronic check,No,24.75,66.95,Yes,2020-09-30 10:11:00.494177788
8200-KLNYW,One year,21,Mailed check,No,80.9,1714.95,No,2021-10-18 18:41:36.790684464
3372-CDXFJ,One year,13,Bank transfer (automatic),No,24.5,343.6,No,2020-08-31 07:41:43.947742116
4781-ZXYGU,Month-to-month,1,Bank transfer (automatic),Yes,20.15,20.15,No,2020-03-06 19:30:29.139449020
7632-YUTXB,One year,25,Mailed check,No,20.05,520.1,No,2020-10-13 09:36:02.453848336
2718-YSKCS,Two year,71,Bank transfer (automatic),Yes,19.6,1387.45,No,2021-07-25 05:49:52.672536208
9896-UYMIE,One year,66,Bank transfer (automatic),Yes,114.3,7383.7,No,2021-04-25 22:22:03.033229192
0853-NWIFK,One year,45,Electronic check,Yes,100.3,4483.95,No,2020-06-26 12:11:14.808293098
8212-CRQXP,Month-to-month,22,Credit card (automatic),Yes,80.0,1706.45,No,2020-03-19 03:58:38.205055382
6980-CDGFC,One year,67,Bank transfer (automatic),Yes,20.85,1327.4,No,2020-06-24 17:50:04.941777904
7691-XVTZH,Two year,68,Bank transfer (automatic),Yes,89.95,5974.3,No,2020-04-18 16:25:50.014200510
2520-SGTTA,Two year,0,Mailed check,No,20.0, ,No,2021-06-02 12:13:54.308435104
7481-ATQQS,Month-to-month,49,Credit card (automatic),Yes,90.85,4515.85,Yes,2020-07-26 09:41:33.723374040
2277-VWCNI,Month-to-month,4,Mailed check,No,48.75,179.85,No,2021-08-15 07:34:22.255041176
1088-CNNKB,One year,63,Credit card (automatic),No,80.0,5040.2,No,2021-12-01 19:01:14.637886960
8642-GVWRF,Month-to-month,2,Bank transfer (automatic),No,79.7,165,Yes,2021-07-30 10:23:53.456404432
1930-BZLHI,One year,21,Mailed check,Yes,20.35,422.7,No,2020-02-29 23:59:35.461516614
3400-ESFUW,Two year,55,Bank transfer (automatic),No,57.55,3046.4,Yes,2021-09-13 09:08:50.644703208
5868-YTYKS,Month-to-month,1,Mailed check,Yes,20.25,20.25,No,2020-09-08 07:31:42.754899176
3525-DVKFN,Two year,17,Mailed check,No,19.4,358.05,No,2020-09-13 14:35:12.354444760
1482-OXZSY,Month-to-month,30,Bank transfer (automatic),Yes,100.4,2936.25,No,2021-03-27 03:21:12.933825616
0377-JBKKT,Month-to-month,22,Mailed check,Yes,57.95,1271.8,No,2020-11-16 10:45:33.996023856
5778-BVOFB,Month-to-month,9,Bank transfer (automatic),Yes,59.5,530.05,No,2021-09-23 08:18:56.949730192
3373-YZZYM,Month-to-month,1,Mailed check,No,19.2,19.2,No,2020-12-17 11:40:09.883555808
2057-ZBLPD,Month-to-month,21,Electronic check,Yes,86.5,1808.7,Yes,2020-08-06 09:46:28.185174664
0228-MAUWC,Month-to-month,19,Electronic check,No,59.55,1144.6,No,2021-07-25 15:47:47.935245664
5502-RLUYV,Month-to-month,69,Electronic check,Yes,103.95,7446.9,Yes,2020-06-15 22:04:15.609201930
0023-HGHWL,Month-to-month,1,Electronic check,Yes,25.1,25.1,Yes,2021-12-28 13:47:09.082646976
7663-YJHSN,Two year,72,Bank transfer (automatic),Yes,103.95,7556.9,No,2021-01-23 20:33:03.527406984
4915-BFSXL,Two year,70,Credit card (automatic),No,68.95,4858.7,No,2020-12-11 01:12:23.311559216
3086-RUCRN,Month-to-month,66,Bank transfer (automatic),Yes,103.1,6595,No,2020-07-16 00:33:32.155637602
5215-LNLDJ,Month-to-month,7,Electronic check,Yes,24.7,149.05,No,2020-07-22 20:59:13.990343652
7576-JMYWV,Month-to-month,46,Electronic check,Yes,110.2,4972.1,No,2021-12-10 09:48:06.339108208
9039-RBEEE,Month-to-month,39,Credit card (automatic),Yes,48.95,1880.85,Yes,2020-01-20 12:22:17.347344504
0257-KXZGU,Month-to-month,32,Bank transfer (automatic),No,62.45,2045.55,No,2021-08-07 05:14:54.632206760
1307-ATKGB,Month-to-month,24,Electronic check,Yes,89.55,2187.15,No,2020-12-04 17:14:05.555239988
8417-FMLZI,Month-to-month,6,Credit card (automatic),Yes,83.55,477.55,Yes,2020-01-29 00:39:40.232888384
3714-XPXBW,Month-to-month,37,Credit card (automatic),Yes,78.9,2976.95,No,2021-08-22 11:28:30.536779320
1850-AKQEP,Month-to-month,8,Mailed check,No,20.35,178.7,No,2020-05-08 17:15:31.439931838
2824-DXNKN,Two year,72,Bank transfer (automatic),Yes,71.45,5025.85,No,2021-01-13 06:26:04.328315820
5227-JSCFE,Two year,71,Credit card (automatic),No,46.35,3353.4,No,2021-03-16 10:44:44.919057088
0848-ZGQIJ,Month-to-month,16,Bank transfer (automatic),Yes,94.65,1461.15,No,2021-10-08 12:03:04.038625392
3621-CHYVB,Month-to-month,57,Bank transfer (automatic),Yes,49.9,2782.4,No,2020-11-02 12:55:12.695257028
8042-RNLKO,One year,66,Bank transfer (automatic),No,25.45,1699.15,No,2021-01-22 17:08:46.554955976
1792-UXAFY,Month-to-month,17,Electronic check,Yes,89.15,1496.9,Yes,2020-06-15 07:07:22.715137744
5372-FBKBN,Month-to-month,21,Mailed check,No,20.75,452.2,No,2020-04-23 16:00:53.166714002
0420-TXVSG,Two year,66,Credit card (automatic),Yes,66.1,4428.45,No,2021-03-29 15:08:44.510082360
6217-TOWGS,Month-to-month,17,Bank transfer (automatic),Yes,75.4,1322.55,No,2020-12-16 15:44:19.358136892
0515-YPMCW,Month-to-month,1,Mailed check,Yes,70.45,70.45,Yes,2020-05-31 23:19:06.151661460
0378-XSZPU,One year,58,Credit card (automatic),No,60.3,3563.8,Yes,2021-09-01 13:08:05.657483664
1045-LTCYT,Month-to-month,8,Credit card (automatic),No,21.05,139.75,No,2021-04-03 22:12:14.109627944
1544-JJMYL,One year,27,Credit card (automatic),No,69.35,1927.3,No,2021-07-03 03:10:34.933257592
4636-JGAAI,Month-to-month,34,Mailed check,No,88.85,3000.25,No,2020-05-08 12:16:33.808577108
6874-SGLHU,One year,30,Bank transfer (automatic),Yes,97.0,3021.3,No,2021-09-09 00:30:40.386253904
5951-AOFIH,Month-to-month,33,Credit card (automatic),Yes,66.4,2245.4,No,2021-05-27 06:45:05.367793240
4729-XKASR,Month-to-month,1,Electronic check,No,24.75,24.75,Yes,2020-05-24 14:26:00.238568588
3059-NGMXB,Month-to-month,14,Mailed check,No,69.2,944.65,No,2021-09-15 08:28:58.142573128
8652-YHIYU,One year,16,Credit card (automatic),Yes,79.5,1264.2,No,2021-11-14 10:58:02.419767112
5278-PNYOX,Two year,49,Credit card (automatic),No,100.65,4917.75,No,2020-10-15 03:57:12.320363532
5449-FIBXJ,Month-to-month,19,Electronic check,No,103.3,2012.7,Yes,2020-12-05 15:39:24.896336268
3486-HOOGQ,Two year,70,Bank transfer (automatic),No,79.7,5743.3,No,2021-11-16 10:18:09.917637032
5061-PBXFW,Month-to-month,32,Bank transfer (automatic),No,61.4,1864.65,No,2020-12-09 01:52:15.813689292
8630-FJLIB,Month-to-month,18,Electronic check,Yes,69.8,1221.65,No,2021-04-16 11:39:20.806589032
3891-NLXJB,Two year,37,Mailed check,Yes,40.55,1390.85,No,2020-06-27 08:07:05.333712014
4749-OJKQU,Month-to-month,4,Electronic check,Yes,75.65,302.35,No,2021-03-22 03:46:09.781312128
0577-WHMEV,Month-to-month,16,Electronic check,No,90.7,1374.9,No,2020-07-13 15:15:29.395058222
5453-AXEPF,Month-to-month,17,Bank transfer (automatic),Yes,80.5,1336.9,No,2021-09-19 17:07:08.401022432
3639-XJHKQ,Month-to-month,19,Electronic check,Yes,60.6,1297.8,No,2020-08-18 18:14:37.250781028
3716-LRGXK,Two year,60,Credit card (automatic),No,101.15,6067.4,No,2020-04-12 10:57:01.073558648
2263-SFSQZ,Two year,51,Mailed check,Yes,24.95,1222.25,No,2020-09-27 07:26:36.023856856
9950-MTGYX,Two year,28,Credit card (automatic),Yes,20.3,487.95,No,2021-07-10 07:04:43.214995736
3397-AVTKU,Two year,43,Electronic check,Yes,60.0,2548.55,No,2021-07-19 22:46:23.072990624
4825-FUREZ,Two year,42,Electronic check,No,20.25,835.5,No,2021-05-31 17:52:44.441919904
9837-BMCLM,Month-to-month,3,Electronic check,Yes,78.5,242.05,Yes,2020-07-28 16:30:07.668276056
2672-OJQZP,Month-to-month,1,Mailed check,No,44.75,44.75,No,2020-11-29 20:08:31.218403860
0137-UDEUO,Month-to-month,3,Mailed check,No,19.85,63.75,Yes,2020-02-09 05:43:32.326043737
3134-DSHVC,Two year,63,Credit card (automatic),No,98.0,6218.45,No,2020-07-19 10:46:23.072990626
6161-UUUTA,Month-to-month,3,Electronic check,Yes,79.9,260.9,Yes,2020-09-12 06:11:57.750639024
7821-DPRQE,Month-to-month,68,Electronic check,Yes,107.7,7320.9,No,2020-08-09 02:32:57.392786140
6543-XRMYR,Month-to-month,30,Electronic check,Yes,99.7,2967.35,Yes,2021-07-28 06:04:48.327179776
2001-EWBQU,Two year,60,Electronic check,No,104.7,6333.8,No,2020-08-16 08:56:34.490201648
4925-LMHOK,Month-to-month,15,Credit card (automatic),Yes,58.6,939.7,Yes,2021-02-21 12:09:36.654359552
1608-GMEWB,Month-to-month,45,Bank transfer (automatic),Yes,93.9,4200.25,No,2021-12-22 23:15:13.036069296
6695-AMZUF,Two year,70,Credit card (automatic),No,86.45,5950.2,No,2020-07-30 23:18:41.613178072
1455-UGQVH,Month-to-month,10,Electronic check,Yes,98.5,1037.75,Yes,2021-02-20 11:14:48.497585912
8410-BGQXN,Month-to-month,4,Mailed check,No,19.4,93.4,No,2020-01-07 15:26:44.203351320
8280-MQRQN,Month-to-month,1,Mailed check,Yes,50.45,50.45,Yes,2021-04-15 18:12:59.096847488
1619-YWUBB,Two year,68,Credit card (automatic),Yes,24.95,1614.9,No,2020-11-13 00:32:43.078670832
7611-YKYTC,Month-to-month,22,Bank transfer (automatic),No,75.0,1573.95,No,2020-01-05 18:36:05.521158761
2037-SGXHH,Month-to-month,38,Electronic check,Yes,94.65,3624.3,Yes,2021-04-23 23:01:55.535359272
3178-FESZO,Month-to-month,1,Credit card (automatic),Yes,100.25,100.25,Yes,2021-09-26 03:34:54.973019024
0365-GXEZS,Month-to-month,18,Electronic check,No,78.2,1468.75,No,2020-03-08 23:49:34.268673672
0082-OQIQY,Month-to-month,29,Electronic check,Yes,94.2,2607.6,No,2021-07-19 00:21:03.731894344
6087-MVHJH,Month-to-month,16,Electronic check,Yes,88.45,1422.1,Yes,2020-08-16 11:26:03.305879012
4603-JANFB,Month-to-month,1,Electronic check,Yes,69.85,69.85,Yes,2020-04-30 02:28:39.738710594
3018-TFTSU,Month-to-month,12,Bank transfer (automatic),No,81.7,858.6,Yes,2020-11-18 05:06:43.862539052
3606-SBKRY,One year,31,Electronic check,Yes,50.05,1523.4,No,2021-09-03 07:29:15.523998864
4806-KEXQR,Month-to-month,4,Electronic check,Yes,79.9,324.3,Yes,2021-12-28 23:45:04.345356432
0667-NSRGI,One year,48,Mailed check,Yes,69.55,3435.6,No,2020-07-09 06:37:19.136608918
7083-YNSKY,Month-to-month,15,Credit card (automatic),Yes,25.4,399.6,Yes,2021-09-14 05:04:41.170122120
6893-ODYYE,One year,50,Credit card (automatic),Yes,90.1,4549.45,No,2021-02-24 19:52:58.756035216
8242-JSVBO,Month-to-month,7,Bank transfer (automatic),Yes,44.65,322.5,No,2020-10-15 18:54:05.214427720
2479-BRAMR,Month-to-month,41,Bank transfer (automatic),Yes,83.75,3273.55,Yes,2020-03-13 23:24:37.421187162
9541-ZPSEA,Two year,68,Credit card (automatic),No,80.35,5375.15,No,2021-11-17 06:14:00.443055944
2665-NPTGL,Month-to-month,26,Bank transfer (automatic),Yes,98.1,2510.7,No,2021-07-12 16:22:45.975575120
1139-WUOAH,Two year,57,Credit card (automatic),No,53.35,3090.05,No,2020-06-29 12:26:10.462936666
4693-VWVBO,Month-to-month,3,Electronic check,No,19.55,61.05,No,2021-01-29 13:34:28.389662028
7434-SHXLS,Month-to-month,1,Mailed check,No,20.9,20.9,Yes,2020-02-08 04:48:44.169270093
6937-GCDGQ,One year,19,Bank transfer (automatic),Yes,48.95,955.6,No,2021-09-30 19:41:31.678500424
0988-JRWWP,Month-to-month,3,Electronic check,Yes,54.2,140.4,No,2020-11-14 23:52:50.576540756
5075-JSDKI,Two year,59,Electronic check,No,24.45,1493.1,No,2020-08-31 15:10:10.394774212
7908-QCBCA,Month-to-month,1,Mailed check,Yes,69.4,69.4,Yes,2021-07-27 20:06:53.064470320
8644-XYTSV,Month-to-month,42,Bank transfer (automatic),Yes,40.15,1626.05,No,2021-05-14 07:20:03.408122688
6711-FLDFB,Month-to-month,7,Electronic check,Yes,74.9,541.15,Yes,2020-11-11 23:37:54.921897188
3873-WOSBC,Two year,67,Credit card (automatic),No,25.6,1784.9,No,2021-02-15 14:09:14.160749784
7465-ZZRVX,Month-to-month,1,Electronic check,Yes,70.35,70.35,No,2020-07-24 15:20:23.856858846
7975-JMZNT,Two year,66,Bank transfer (automatic),No,91.7,6075.9,No,2021-09-14 12:33:07.617154216
7251-XFOIL,Month-to-month,61,Mailed check,No,89.2,5500.6,No,2021-02-03 15:39:00.357852880
4116-IQRFR,One year,4,Credit card (automatic),No,24.1,73.1,No,2021-12-18 07:08:36.330587896
3714-JTVOV,Month-to-month,42,Credit card (automatic),Yes,74.15,3229.4,Yes,2021-03-03 21:17:38.222095992
8259-DZLIZ,One year,64,Bank transfer (automatic),Yes,53.85,3399.85,No,2020-12-19 06:01:19.750071000
0442-ZXKVS,One year,54,Bank transfer (automatic),Yes,115.6,6431.05,No,2020-02-13 14:21:42.584493041
7853-WNZSY,Month-to-month,1,Credit card (automatic),Yes,19.75,19.75,No,2020-06-30 13:20:58.619710308
3120-FAZKD,Two year,54,Bank transfer (automatic),Yes,24.05,1230.9,No,2021-01-31 15:24:04.703209316
8606-OEGQZ,Two year,18,Credit card (automatic),No,25.3,454.65,No,2020-02-25 07:52:58.756035217
0225-ZORZP,Month-to-month,3,Electronic check,No,84.3,235.05,No,2020-03-14 11:52:01.499573984
4702-IOQDC,Month-to-month,1,Electronic check,Yes,70.1,70.1,Yes,2020-03-18 20:30:11.758023289
9489-JMTTN,Two year,72,Credit card (automatic),No,89.75,6595.9,No,2021-07-19 07:49:30.178926440
0575-CUQOV,One year,60,Electronic check,Yes,97.95,5867,No,2020-03-15 12:46:49.656347628
0967-BMLBD,One year,11,Mailed check,Yes,20.0,196.35,No,2021-11-30 10:38:00.034081224
6178-KFNHS,Month-to-month,12,Electronic check,Yes,78.3,909.25,Yes,2020-03-10 13:11:46.503834138
2830-LEWOA,One year,61,Credit card (automatic),No,103.9,6449.15,No,2020-09-29 04:17:14.706049416
5006-MXVRN,Two year,39,Credit card (automatic),No,20.7,762.45,No,2020-10-19 07:36:24.947458108
1264-BYWMS,Month-to-month,55,Electronic check,Yes,96.8,5283.95,Yes,2021-07-15 06:39:46.367509232
9658-WYUFB,Month-to-month,17,Electronic check,Yes,94.4,1617.5,Yes,2020-03-19 01:29:09.389378017
8327-WKMIE,One year,37,Credit card (automatic),No,20.15,785.75,No,2020-07-25 18:44:40.829309854
6917-FIJHC,Two year,72,Mailed check,Yes,26.0,1776,No,2020-05-16 02:08:37.353024708
5329-KRDTM,Two year,72,Credit card (automatic),No,77.35,5396.25,No,2021-03-18 12:34:21.232604376
7797-EJMDP,Month-to-month,8,Bank transfer (automatic),No,66.05,574.5,No,2021-12-16 15:16:55.279750072
3530-VWVGU,Month-to-month,22,Mailed check,No,19.9,400.3,No,2021-01-11 07:05:56.830445896
2013-SGDXK,Month-to-month,1,Electronic check,No,84.3,84.3,Yes,2020-08-04 07:56:51.871627376
6368-NWMCE,Month-to-month,38,Credit card (automatic),No,68.15,2656.3,No,2021-07-07 11:48:45.191706896
3633-CDBUW,One year,17,Electronic check,No,80.85,1445.95,No,2021-01-08 01:52:03.544447600
0707-HOVVN,Two year,70,Bank transfer (automatic),Yes,75.5,5212.65,No,2021-05-20 17:47:49.980119280
8580-QVLOC,Two year,72,Credit card (automatic),No,92.45,6440.25,Yes,2021-05-05 14:03:42.891224080
3956-MGXOG,Month-to-month,28,Electronic check,Yes,80.6,2244.95,No,2020-02-02 14:16:48.122692417
9274-UARKJ,Month-to-month,15,Bank transfer (automatic),Yes,83.2,1130,No,2020-02-17 08:02:59.948878159
4077-HWUYD,Two year,72,Bank transfer (automatic),Yes,87.55,6463.15,No,2021-09-20 18:01:56.557796080
2012-NWRPA,Month-to-month,11,Electronic check,Yes,99.55,1131.2,Yes,2020-02-29 16:31:09.014484521
8808-ELEHO,Month-to-month,8,Electronic check,Yes,81.25,585.95,Yes,2020-01-24 21:00:27.605793808
0103-CSITQ,One year,57,Bank transfer (automatic),Yes,109.4,6252.7,No,2021-08-11 23:51:00.153365520
3506-LCJDC,Month-to-month,1,Bank transfer (automatic),No,19.95,19.95,Yes,2021-10-07 23:35:39.960238568
8671-KKKOS,Month-to-month,46,Electronic check,No,45.55,2062.15,No,2021-11-21 04:54:15.438795792
7305-ZWMAJ,One year,30,Credit card (automatic),No,20.7,587.1,No,2020-06-04 12:01:25.884691848
9518-XXBXE,Month-to-month,10,Electronic check,No,75.3,720.45,No,2021-01-07 13:24:39.466060776
3934-HXCFZ,Month-to-month,23,Electronic check,Yes,99.25,2186.4,Yes,2021-04-04 20:37:33.450724224
6578-KRMAW,Month-to-month,32,Credit card (automatic),Yes,93.4,2979.3,No,2020-05-29 19:00:01.022436808
4860-IJUDE,Month-to-month,13,Credit card (automatic),Yes,73.75,956.65,No,2021-09-01 15:37:34.473161032
7666-WKRON,Two year,39,Electronic check,Yes,80.45,3201.55,Yes,2021-07-18 14:23:08.469184888
9688-YGXVR,Month-to-month,44,Credit card (automatic),Yes,88.15,3973.2,No,2020-02-16 09:37:40.607781880
0423-UDIJQ,Month-to-month,9,Mailed check,No,49.2,447.9,No,2021-02-21 17:08:34.285714288
1945-XISKS,Two year,67,Mailed check,No,19.65,1335.2,No,2021-04-02 03:51:04.243112752
4910-AQFFX,Month-to-month,9,Bank transfer (automatic),Yes,79.35,661.25,Yes,2020-12-18 10:05:29.224652088
